event_id,spatial_group,dist_to_facility,facility_category_encoded,peak_frp_mw,mean_frp_mw,frp_variance,max_brightness_k,duration_hours,day_night_ratio,historical_active_days_90d,historical_peak_frp,pct_cropland,pct_forest,pct_urban,is_industrial_zone,label,tier,label_source
EVT-IN-TAM-305336A5,spatial_grid_21_157,90846.36761227,0.0,5.89,4.72,1.3688999999999998,338.36,127.18475365166668,1.0,0.0,0.0,0.1,0.05,0.85,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_non_ind
EVT-IN-TAM-1732E7CF,spatial_grid_21_157,91464.15714438,0.0,9.28,7.45,3.3488999999999987,339.35,0.6,1.0,1.0,5.89,0.1,0.05,0.85,0.0,OTHER_UNCERTAIN,Tier_A_RuleDerived,transient_unassociated
EVT-IN-KAR-720D95B3,0bf568bb-b5b5-4845-b61f-12d02a7ab8d1,562.02950511,32.0,1.69,1.1460000000000004,0.172184,306.74,36.0,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-E9F71E9D,spatial_grid_18_155,26184.2922012,0.0,4.97,3.345,2.640625,334.37,73.80142031833334,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TAM-F51176E5,a8f29765-d1b5-4c77-9b69-b4a9bc5539cb,1622.69086196,81.0,6.5,6.195,0.0930250000000001,340.97,110.18475365166668,1.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-JHA-1CBCC7CB,spatial_grid_47_172,9362.93881938,0.0,11.8,11.8,0.0,329.0,76.618086985,1.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-D98DE14D,spatial_grid_24_154,10207.96456155,0.0,12.97,12.97,0.0,345.6,0.0,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TEL-19A5150A,da83aca8-bfdd-46e8-b33c-268dab96eeca,847.80131385,32.0,1.5,1.202,0.2058979591836734,296.6,108.03475365166668,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-WES-2D1A5E6F,54697ab4-b4a8-4687-a23a-ce6228a6aee9,0.0,27.0,5.3,5.3,0.0,323.61,43.0,0.0,1.0,5.3,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-63797582,spatial_grid_24_156,34219.02353068,0.0,8.28,8.28,0.0,332.63,0.0,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-ODI-00B0FF07,spatial_grid_41_170,12151.50878058,0.0,2.11,1.8,0.0760666666666666,303.89,90.831913015,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-567065D3,spatial_grid_24_157,65433.18114901,0.0,1.61,1.61,0.0,297.43,0.0,0.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TAM-B3AFFF52,spatial_grid_24_157,48347.40015136,0.0,6.94,6.94,0.0,345.02,0.0,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-ODI-5E82F235,c1497182-40e9-421f-a67e-f55783ab0fe5,391.13246836,72.0,3.23,3.23,0.0,331.01,71.29857968166667,1.0,1.0,4.14,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-2C814866,5c24ac35-a6d8-43c1-8b9f-3798dea4a52a,2185.90459119,81.0,2.34,1.532,0.1632159999999999,311.47,86.35142031833334,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-RAJ-BB040E12,spatial_grid_49_149,5470.59890883,0.0,1.34,0.7166666666666667,0.1956222222222222,302.81,6.018086985,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-KAR-8CE29158,b91eb7d1-578b-43c0-bbb2-04086b4b1dff,1864.8686232,72.0,2.47,1.9749999999999857,0.4225859375,308.78,66.94857968166667,0.0,3.0,7.11,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-1021B2E4,spatial_grid_18_155,6658.73880436,0.0,1.26,1.045,0.046225,331.4,50.518086985,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-MAH-B721FEC1,d772f6ed-8427-4fe3-80af-34c1a71e8aad,352.88803331,32.0,3.62,2.505,0.9745805555555556,319.89,21.268086985,0.1666666666666666,1.0,3.11,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-2026-AC3ACA,b91eb7d1-578b-43c0-bbb2-04086b4b1dff,959.20544708,72.0,4.91,2.0525,1.04298875,337.31,14.4,0.05,2.0,7.11,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-GUJ-0006,98a92d1f-b7d2-4e40-8dd5-2f2cff90f20f,190.22691011,27.0,76.8,67.6,0.0,348.0,23.0,0.5,0.0,0.0,0.05,0.1,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,elevated_industrial_flare
EVT-IN-TAM-2D49E780,spatial_grid_21_154,16128.27466076,0.0,0.34,0.34,0.0,304.6,87.49857968166666,0.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-RAJ-7B2267AE,15de79a7-adad-4f5e-8be4-8628c7eb6106,686.76444569,32.0,1.2,1.1331250000000002,0.031725,313.08,24.433333333333334,0.0,1.0,1.2,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-ASS-5D71ECC2,spatial_grid_54_190,13155.97923455,0.0,3.6,2.7016666666666667,1.5499583333333335,309.66,14.718086985,0.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TAM-5DB91769,3eea7891-05d0-4ca9-976e-dcbcd3ef285b,1682.95110778,32.0,3.67,3.67,0.0,340.46,90.868086985,1.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-NON-B72C8346,spatial_grid_26_160,6354.5793205,0.0,3.64,3.64,0.0,335.92,0.0,1.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-KAR-BBC07ADA,6e02687c-ca01-43e0-b711-603a4cb9febb,2199.7612918,32.0,4.32,3.3842857142857143,1.9986408163265303,330.42,123.03475365166668,0.1428571428571428,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-CA914F25,spatial_grid_19_156,23749.95388612,0.0,4.38,4.126666666666666,0.0320888888888888,340.06,17.084753651666666,1.0,0.0,0.0,0.1,0.05,0.85,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_non_ind
EVT-IN-KAR-FF4FEFD9,2bf95443-7a06-492f-ad09-0b39c3674067,2002.41031525,32.0,0.69,0.69,0.0,302.99,3.818086985,0.0,1.0,0.78,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-CF971F77,spatial_grid_19_156,15785.88690042,0.0,2.94,2.94,0.0,332.32,80.45142031833333,1.0,0.0,0.0,0.1,0.05,0.85,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_non_ind
EVT-IN-TAM-A4D33CFB,dbb01fca-ff98-4411-9afa-2eb4c645497e,1722.81712453,81.0,29.4,29.4,0.0,339.12,197.18475365166665,1.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,elevated_industrial_flare
EVT-IN-TAM-DD042884,spatial_grid_20_154,14456.46881924,0.0,0.74,0.485,0.065025,303.46,106.48475365166668,0.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TAM-F2A09717,spatial_grid_24_153,12695.83877414,0.0,5.61,5.61,0.0,309.2,50.71524634833334,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-WES-000F,7bba0ef9-c8aa-42f0-967f-78ead477c010,214.02975906,89.0,140.8,123.9,0.0,325.0,21.0,0.5,0.0,0.0,0.05,0.1,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,elevated_industrial_flare
EVT-IN-TAM-F0852122,spatial_grid_19_155,38844.18771561,0.0,4.45,4.45,0.0,335.3,1.468086985,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TAM-49040F05,afd3ea7e-73e2-4f98-ad6c-19f4f6d61596,3225.90645583,81.0,6.56,6.56,0.0,341.42,87.18475365166667,1.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-GUJ-001A,88114c25-04bb-4992-adef-b23fd7dcf930,193.15509324,89.0,140.0,123.2,0.0,321.0,5.0,0.5,0.0,0.0,0.05,0.1,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,elevated_industrial_flare
EVT-2026-97853B,spatial_grid_41_170,6268.89560227,0.0,9.71,7.443333333333333,2.624955555555557,309.52,17.383333333333333,0.6666666666666666,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-ASS-AFA76ED9,spatial_grid_54_190,14397.43233421,0.0,1.89,1.89,0.0,307.94,139.318086985,0.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-JHA-BFA591C4,260c913d-b8b3-49bc-919f-7d880bcd2ff2,1403.34373306,72.0,4.82,4.819999947150548,2.349955555555556,330.49,7.734753651666667,0.3333333333333333,1.0,3.24,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-GUJ-0001,b8dae176-f3e2-45ba-a275-0a75a78114c6,126.45747512,92.0,363.0,319.4,0.0,382.4,21.0,0.5,0.0,0.0,0.05,0.1,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,high_frp_industrial_fire
EVT-IN-JHA-0003,32306ea1-b578-4b5f-9a7d-8a145cf390b6,190.73922013,72.0,441.0,388.1,0.0,395.0,23.0,0.5,1.0,3.24,0.05,0.1,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,high_frp_industrial_fire
EVT-IN-ODI-0008,591982fa-5c59-440f-ac36-368f8db0d798,168.2546731,72.0,313.5,68.07300000000001,0.6400000000000003,355.4,7.0,1.0,1.0,5.23,0.05,0.1,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,high_frp_industrial_fire
EVT-2026-443263,bc41ddd9-9d85-4f06-8316-2d69368e2adb,2190.12746659,32.0,0.95,0.95,0.0,297.67,0.0,0.0,2.0,11.1,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-2026-EF8497,9a68179a-3b46-4cc6-a6e5-54206f37cc3f,2502.3936945,72.0,3.88,2.8175,1.14091875,323.59,0.3333333333333333,0.0,1.0,1.98,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-04BD52DA,spatial_grid_22_156,37900.96303203,0.0,4.18,4.18,0.0,332.79,52.91524634833333,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-JHA-348848A8,1b634478-eb76-4247-9147-2d45d3717527,1854.92246443,7.0,7.03,5.335,2.873025,330.6,146.868086985,1.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-MAD-0005,1e0998f4-c74e-4a90-9909-f46ab7b2d6a5,135.84080642,32.0,507.0,446.2,0.0,374.0,21.0,0.5,0.0,0.0,0.05,0.1,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,high_frp_industrial_fire
EVT-IN-TAM-AAD228F0,spatial_grid_18_155,26467.02865057,0.0,6.5,6.5,0.0,321.0,41.28475365166666,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-ASS-54F9E5A5,spatial_grid_55_188,82099.69453625,0.0,18.02,13.6,29.3046,336.75,25.31524634833333,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TEL-FC29F1A2,da83aca8-bfdd-46e8-b33c-268dab96eeca,869.60355334,32.0,1.5,0.7450000000000001,0.2058979591836734,312.97,180.418086985,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-HAR-584987E3,spatial_grid_56_153,11321.11008513,0.0,2.37,2.37,0.0,335.41,18.951420318333334,1.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-KAR-0DD31F7E,spatial_grid_26_155,12008.01472707,0.0,0.53,0.53,0.0,304.66,0.0,0.0,0.0,0.0,0.1,0.05,0.85,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_non_ind
EVT-2026-DDB548,spatial_grid_18_155,29987.61217524,0.0,4.92,4.92,0.0,330.37,0.0,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TAM-165BF86B,spatial_grid_20_154,15549.61497761,0.0,0.64,0.639999999627471,0.000625,303.47,65.418086985,0.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TAM-926F3301,spatial_grid_16_155,15766.15349476,0.0,2.18,2.18,0.0,335.04,16.501420318333334,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-AND-000D,670e17f4-7bf8-4120-849b-09f23c4db3f8,53.65809292,72.0,230.4,202.8,0.0,338.0,21.0,0.5,0.0,0.0,0.05,0.1,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,high_frp_industrial_fire
EVT-IN-TAM-877DC82C,spatial_grid_18_155,40432.28619252,0.0,7.59,7.59,0.0,342.98,18.348579681666667,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-GUJ-A77C6B02,f3a23ad9-9585-4718-80e5-235550f19b17,2038.79538707,32.0,4.01,0.5900001476117347,1.0062231404958677,317.74,18.001420318333334,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-2026-A5F765,spatial_grid_54_190,14191.64800439,0.0,3.49,3.49,0.0,308.66,0.0,0.0,1.0,3.6,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-2026-3C9565,bc41ddd9-9d85-4f06-8316-2d69368e2adb,1891.41504334,32.0,11.1,2.8085888888888886,8.622034288804759,335.99,0.0,0.2558139534883721,3.0,11.92,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-000C,14d8289b-a26a-4298-8627-d63af4a4d8d2,190.31867081,92.0,139.0,122.3,0.0,345.2,7.0,0.5,0.0,0.0,0.05,0.1,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,elevated_industrial_flare
EVT-IN-TAM-0902B91C,spatial_grid_23_157,76703.28678178,0.0,4.61,4.61,0.0,341.68,25.915246348333334,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-2026-EC2B2C,spatial_grid_22_154,55818.81835325,0.0,1.98,1.5749999999999995,0.092825,309.49,0.95,0.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TEL-9195ED6B,da83aca8-bfdd-46e8-b33c-268dab96eeca,833.84155661,32.0,0.84,0.68,0.0344,306.39,0.6,0.0,1.0,1.5,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-2C86DEB6,spatial_grid_19_155,20259.67033483,0.0,9.74,3.982727272727273,9.517892561983476,355.55,70.10142031833333,0.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-RAJ-48C2A801,32d048f6-b5b9-477e-81e5-ffc6b0f80049,445.11324392,32.0,1.44,1.03,0.1680999999999999,305.62,57.95142031833333,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-D1E56557,spatial_grid_18_154,27306.55791518,0.0,2.53,2.53,0.0,333.17,8.351420318333334,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TAM-36DB832B,spatial_grid_24_157,45434.92434148,0.0,3.56,3.56,0.0,334.91,24.80142031833333,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-ASS-CA7BC9DE,spatial_grid_53_180,21905.52627485,0.0,5.57,5.57,0.0,336.49,69.20142031833333,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-2026-F1210B,d783206a-4277-417c-86bd-5e7bc749cfc6,235.63219769,32.0,0.61,0.61,0.0,301.2,0.0,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-ASS-F2C94BCD,spatial_grid_56_190,86499.55200607,0.0,3.0,3.0,0.0,332.86,31.415246348333334,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TAM-0A90846C,spatial_grid_18_155,8342.83340976,0.0,4.13,4.13,0.0,340.71,49.41524634833333,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-HAR-0007,9547e722-0073-48b7-a9e9-1c0e4f26f9b1,167.60799937,92.0,144.4,127.1,0.0,342.1,12.0,0.5,0.0,0.0,0.05,0.1,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,elevated_industrial_flare
EVT-IN-TAM-7C620BD8,spatial_grid_21_157,77982.02239492,0.0,5.56,5.56,0.0,336.72,0.0,1.0,0.0,0.0,0.1,0.05,0.85,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_non_ind
EVT-IN-TAM-0016,9fa0290c-436b-4587-b766-262f9eaef28a,208.88270074,32.0,126.5,111.3,0.0,318.0,9.0,0.5,0.0,0.0,0.05,0.1,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,elevated_industrial_flare
EVT-2026-4B487E,6e02687c-ca01-43e0-b711-603a4cb9febb,539.78746621,32.0,2.82,2.82,0.0,310.47,0.0,0.0,5.0,7.11,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-16D4D9C3,spatial_grid_19_155,37067.23383831,0.0,2.09,2.09,0.0,330.61,79.23475365166667,1.0,1.0,7.4,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TAM-60B25F60,spatial_grid_18_155,11418.06743871,0.0,16.19,16.19,0.0,339.43,87.83475365166667,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TAM-1532899C,spatial_grid_19_155,48902.5608887,0.0,18.25,15.4,8.122499999999999,343.48,0.0,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-MAH-C3136C9A,d772f6ed-8427-4fe3-80af-34c1a71e8aad,1105.37668526,32.0,3.11,1.7549841410489309,0.4270409989594172,305.51,188.13475365166664,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-2026-7744D9,spatial_grid_26_160,8721.56868057,0.0,5.12,5.12,0.0,313.12,0.0,0.0,0.0,0.0,0.1,0.05,0.85,0.0,OTHER_UNCERTAIN,Tier_B_HardNegative,hard_neg_urban_non_ind
EVT-2026-3A2B0B,spatial_grid_20_154,19660.74903487,0.0,1.69,1.69,0.0,311.85,0.0,0.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-CHH-EF7FA4C5,spatial_grid_43_166,7693.69311622,0.0,2.84,2.84,0.0,326.38,5.118086985,1.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-2026-6E6097,spatial_grid_20_154,14817.08683503,0.0,0.59,0.59,0.0,307.32,0.0,0.0,1.0,0.64,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-JHA-667CBDEA,spatial_grid_47_172,10574.14685642,0.0,5.56,4.495,1.0081999999999995,341.8,42.868086985,1.0,1.0,5.56,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-2026-6D511E,591982fa-5c59-440f-ac36-368f8db0d798,1523.08978399,72.0,3.63,3.63,0.0,331.63,0.0,1.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-KAR-90422F12,d26d71c2-2802-401c-871e-f542aa27e58d,356.13291676,32.0,0.62,0.62,0.0,296.84,64.45142031833333,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-E1E8A501,spatial_grid_18_155,8528.89833632,0.0,1.0,1.0,0.0,314.12,0.0,0.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-2026-E789CC,spatial_grid_47_174,6299.21833259,0.0,3.21,2.2766666666666664,1.742222222222222,295.74,35.25,0.3333333333333333,1.0,4.9,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-KAR-F52D7EB4,cf1d64f9-1ef1-4679-a003-6132e5db576a,1591.46447855,72.0,1.87,1.478279569892473,0.1331100591715976,320.05,114.73475365166668,0.0,1.0,1.87,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-ASS-0015,f3348b6e-4261-473f-9db2-0f15918df502,59.02235035,92.0,52.9,46.6,0.0,312.4,11.0,0.5,0.0,0.0,0.05,0.1,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,elevated_industrial_flare
EVT-IN-ODI-0018,594bf70c-3c40-4599-92b8-b529bd138bcb,234.76163768,72.0,199.8,175.8,0.0,316.5,21.0,0.5,0.0,0.0,0.05,0.1,0.85,1.0,IND_FIRE,Tier_A_RuleDerived,high_frp_industrial_fire
EVT-IN-WES-538D34CD,9a68179a-3b46-4cc6-a6e5-54206f37cc3f,1943.66007331,72.0,5.59,2.5799999998899343,3.294480991735537,310.17,0.081913015,0.1818181818181818,1.0,3.88,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-RAJ-32BBC1C2,24810f3b-b0dc-4c30-b6e6-f27498343f4a,3298.99353764,81.0,3.09,3.09,0.0,340.62,0.0,1.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-KAR-D28C5C7A,582e904f-b077-4678-a1de-4777770a8a4a,1183.55428463,32.0,1.18,0.978095238095238,0.0185472222222222,304.27,44.734753651666665,0.0,1.0,1.18,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-2026-1D0047,d772f6ed-8427-4fe3-80af-34c1a71e8aad,1482.00578149,32.0,1.8,1.8,0.0,304.94,0.0,0.0,2.0,3.62,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-TAM-16807E6B,spatial_grid_18_155,34405.283757,0.0,3.45,2.407333333332708,0.4519102040816327,337.26,41.80142031833333,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-KER-646239C7,a4a98cc5-14ed-40fd-8de7-e9854ad9acd3,2258.99357778,32.0,0.97,0.97,0.0,300.76,25.134753651666667,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-NON-157E927A,bc41ddd9-9d85-4f06-8316-2d69368e2adb,2562.64015453,32.0,11.1,3.3184375,11.91640710059171,318.99,80.35142031833334,0.3076923076923077,0.0,0.0,0.05,0.1,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,elevated_industrial_flare
EVT-IN-RAJ-AE51004A,eb06e654-27e1-4d83-a512-b185c36a7a6f,663.27066085,32.0,0.53,0.53,0.0,296.48,103.018086985,0.0,0.0,0.0,0.05,0.1,0.85,1.0,IND_ROUTINE,Tier_A_RuleDerived,nominal_steady_furnace_routine
EVT-IN-AND-0010,c537b217-4b9b-4237-845e-563854f2edbe,80.63010796,92.0,90.0,79.2,0.0,322.0,21.0,0.5,0.0,0.0,0.05,0.1,0.85,1.0,IND_FLARE,Tier_A_RuleDerived,elevated_industrial_flare
EVT-IN-TAM-396B5BBF,spatial_grid_22_157,62017.42644848,0.0,3.92,3.92,0.0,337.84,21.868086985,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
EVT-IN-TAM-DECD9987,spatial_grid_19_155,35410.27684947,0.0,7.4,5.3100000000000005,1.4997500000000006,339.31,172.18475365166665,1.0,0.0,0.0,0.15,0.8,0.05,0.0,WILDFIRE,Tier_A_RuleDerived,forest_canopy_fire
